                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                  2.578,                 1.6928,                0.93723,                0.38583,                0.33018,                0.35398,                0.14356,                 2.4003,                 1.4549,                0.92574,              0.0008713,              0.0008713,              0.0008713
                     67,                 2.5867,                 1.6577,                  0.934,                0.38692,                0.30448,                0.33038,                0.12534,                 2.5727,                 1.5167,                0.93366,             0.00086932,             0.00086932,             0.00086932
                     68,                  2.577,                 1.6798,                0.93487,                0.35845,                0.35597,                 0.3542,                0.13542,                  2.388,                 1.4526,                0.92205,             0.00086734,             0.00086734,             0.00086734
                     69,                 2.6122,                 1.6578,                0.93802,                0.42735,                0.29602,                0.33899,                0.12641,                 2.3946,                 1.4699,                0.92347,             0.00086536,             0.00086536,             0.00086536
                     70,                 2.6282,                 1.6886,                0.94023,                0.43366,                0.32886,                0.36759,                 0.1449,                 2.3883,                 1.4518,                0.92043,             0.00086338,             0.00086338,             0.00086338
                     71,                 2.5366,                 1.6277,                0.93268,                0.41352,                0.33826,                0.35662,                0.13477,                 2.4738,                 1.4476,                0.92561,              0.0008614,              0.0008614,              0.0008614
                     72,                 2.6026,                 1.6691,                0.93284,                0.39347,                0.34128,                0.35024,                0.13031,                  2.513,                 1.4878,                  0.933,             0.00085942,             0.00085942,             0.00085942
                     73,                 2.5656,                 1.6218,                 0.9215,                0.40379,                 0.3559,                0.38042,                  0.155,                 2.3587,                 1.3978,                 0.9187,             0.00085744,             0.00085744,             0.00085744
                     74,                 2.5796,                 1.6313,                0.93453,                0.41873,                0.36377,                0.38687,                0.15176,                 2.4301,                 1.4518,                0.92274,             0.00085546,             0.00085546,             0.00085546
                     75,                 2.5624,                 1.6396,                0.93104,                0.36406,                0.33375,                0.34454,                0.11399,                  2.592,                 1.5305,                0.94484,             0.00085348,             0.00085348,             0.00085348
                     76,                 2.5394,                 1.6253,                0.92873,                0.41475,                0.34801,                0.37443,                0.15284,                 2.3595,                 1.4561,                0.92205,              0.0008515,              0.0008515,              0.0008515
                     77,                 2.5723,                 1.6269,                0.93306,                 0.3974,                0.37089,                0.38301,                0.15483,                 2.3897,                 1.4138,                0.92048,             0.00084952,             0.00084952,             0.00084952
                     78,                 2.5764,                 1.6364,                0.93567,                0.39219,                0.33533,                0.35311,                0.13837,                 2.4005,                 1.4114,                0.91861,             0.00084754,             0.00084754,             0.00084754
                     79,                 2.5454,                 1.6071,                0.93053,                0.43298,                0.36687,                0.39289,                0.15339,                 2.4347,                 1.4081,                0.92552,             0.00084556,             0.00084556,             0.00084556
                     80,                  2.581,                 1.5978,                0.93618,                0.38913,                0.34752,                0.35102,                0.13198,                 2.4523,                 1.4492,                0.92278,             0.00084358,             0.00084358,             0.00084358
                     81,                 2.5642,                 1.6003,                0.93305,                0.43191,                0.35679,                0.38974,                0.15903,                 2.3345,                 1.4528,                0.91251,              0.0008416,              0.0008416,              0.0008416
                     82,                 2.5403,                 1.5853,                0.92485,                0.42071,                0.35237,                0.37675,                0.15007,                 2.3991,                 1.3858,                0.91631,             0.00083962,             0.00083962,             0.00083962
                     83,                 2.4768,                 1.5428,                0.92368,                0.43259,                0.36143,                0.38508,                0.15448,                  2.369,                 1.3766,                0.91644,             0.00083764,             0.00083764,             0.00083764
                     84,                 2.5012,                  1.534,                0.92487,                0.40135,                0.36299,                0.38642,                0.15472,                 2.3318,                 1.4253,                0.91442,             0.00083566,             0.00083566,             0.00083566
                     85,                  2.508,                 1.5671,                0.92509,                0.43542,                0.34424,                0.39493,                0.16656,                 2.2872,                 1.3844,                0.90834,             0.00083368,             0.00083368,             0.00083368
                     86,                 2.4738,                 1.5325,                0.92144,                 0.4462,                0.36328,                0.40226,                 0.1639,                 2.3643,                  1.368,                0.91493,              0.0008317,              0.0008317,              0.0008317
                     87,                 2.4906,                 1.5563,                0.92202,                0.42251,                 0.3788,                0.40047,                0.15911,                  2.356,                 1.3676,                0.91432,             0.00082972,             0.00082972,             0.00082972
                     88,                 2.4675,                 1.5427,                0.91772,                0.43054,                0.38983,                 0.4177,                 0.1735,                 2.2709,                  1.337,                0.90706,             0.00082774,             0.00082774,             0.00082774
                     89,                 2.5123,                 1.5552,                0.92017,                0.42385,                0.36349,                 0.3915,                0.15882,                 2.3122,                 1.3677,                0.90978,             0.00082576,             0.00082576,             0.00082576
                     90,                 2.4583,                 1.5093,                0.91498,                0.41023,                0.37744,                0.39662,                0.16013,                 2.3041,                 1.3802,                0.91115,             0.00082378,             0.00082378,             0.00082378
                     91,                 2.5098,                 1.5505,                 0.9219,                0.41778,                0.36741,                0.38957,                0.15033,                 2.3431,                 1.4012,                0.91219,              0.0008218,              0.0008218,              0.0008218
                     92,                 2.4626,                 1.5051,                0.92421,                0.43774,                 0.3793,                0.40785,                0.16618,                 2.3224,                 1.3461,                0.91577,             0.00081982,             0.00081982,             0.00081982
                     93,                 2.4608,                 1.5189,                0.91999,                0.42099,                0.37246,                 0.3935,                0.16316,                 2.3176,                 1.3862,                0.91005,             0.00081784,             0.00081784,             0.00081784
                     94,                 2.4236,                 1.4971,                0.91927,                0.44979,                0.38677,                0.42036,                0.17783,                 2.2652,                 1.3259,                0.90492,             0.00081586,             0.00081586,             0.00081586
