                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                 1.7038,                 0.8738,                0.87235,                0.80941,                0.71738,                0.79647,                0.36256,                 1.8581,                0.86211,                0.90721,              0.0098169,              0.0098169,              0.0098169
                    114,                 1.7048,                0.87555,                0.87243,                0.80234,                0.72801,                  0.802,                0.38119,                 1.7843,                 0.8415,                0.89147,              0.0098152,              0.0098152,              0.0098152
                    115,                  1.703,                0.87512,                0.87323,                0.82079,                0.73384,                0.81342,                0.40005,                 1.7136,                0.78627,                0.88414,              0.0098136,              0.0098136,              0.0098136
                    116,                 1.6873,                0.86342,                0.87253,                0.80148,                0.71299,                0.78962,                0.34931,                 1.8801,                0.86401,                0.91176,              0.0098119,              0.0098119,              0.0098119
                    117,                  1.698,                0.87585,                0.87253,                0.77915,                0.68819,                0.76333,                0.31126,                 2.0022,                0.92264,                0.92513,              0.0098103,              0.0098103,              0.0098103
                    118,                 1.6791,                0.85721,                0.86947,                0.81867,                0.73956,                0.81742,                 0.3898,                 1.7739,                0.80989,                0.89183,              0.0098086,              0.0098086,              0.0098086
                    119,                 1.6872,                0.86143,                0.86983,                   0.78,                0.67753,                0.75513,                0.30872,                 2.0019,                0.93646,                0.92756,               0.009807,               0.009807,               0.009807
                    120,                 1.7041,                0.87069,                0.87106,                0.81839,                0.71768,                0.80281,                 0.3699,                  1.814,                0.83877,                0.89811,              0.0098053,              0.0098053,              0.0098053
                    121,                  1.679,                0.86535,                0.86746,                0.82945,                 0.7587,                0.83307,                0.42872,                 1.6107,                0.76246,                0.87443,              0.0098036,              0.0098036,              0.0098036
                    122,                 1.6686,                0.85525,                0.87271,                0.79985,                0.70476,                0.78397,                0.33464,                 1.9342,                0.86277,                0.91728,               0.009802,               0.009802,               0.009802
                    123,                  1.648,                 0.8321,                0.86486,                0.80059,                0.69636,                0.78259,                0.34373,                  1.911,                0.90388,                0.91453,              0.0098003,              0.0098003,              0.0098003
                    124,                 1.6702,                0.84235,                0.87472,                0.80694,                0.72369,                0.80459,                0.37643,                 1.7593,                0.82013,                0.89322,              0.0097987,              0.0097987,              0.0097987
                    125,                 1.6769,                0.85562,                0.86782,                0.80314,                0.72142,                0.79977,                0.36223,                 1.8639,                0.83649,                0.90942,               0.009797,               0.009797,               0.009797
                    126,                   1.68,                0.85628,                0.86655,                0.80295,                0.71228,                0.78918,                0.33168,                 1.9577,                 0.8543,                0.91466,              0.0097954,              0.0097954,              0.0097954
                    127,                 1.6744,                0.84836,                0.86897,                0.82595,                0.74625,                0.82547,                0.40335,                 1.7069,                0.77328,                0.88385,              0.0097938,              0.0097938,              0.0097938
